시도,시군구,행정번호,년도,평균연령,스트레스인지율
전라북도,전북전주완산구,4511100000,2019,42,27
전라북도,전북전주덕진구,4511300000,2019,40.3,27
전라북도,전북군산시,4513000000,2019,43.6,28.4
전라북도,전북익산시,4514000000,2019,44.2,25.6
전라북도,전북정읍시,4518000000,2019,48.5,26.1
전라북도,전북남원시,4519000000,2019,48.6,20
전라북도,전북김제시,4521000000,2019,50.9,20.9
전라북도,전북완주군,4571000000,2019,45.9,25.4
전라북도,전북진안군,4572000000,2019,52.7,17.6
전라북도,전북무주군,4573000000,2019,52.1,22.3
전라북도,전북장수군,4574000000,2019,51.9,18.6
전라북도,전북임실군,4575000000,2019,52.7,24.3
전라북도,전북순창군,4577000000,2019,51.6,17.3
전라북도,전북고창군,4579000000,2019,52.1,29
전라북도,전북부안군,4580000000,2019,51.7,25.4
전라남도,전남목포시,4611000000,2019,42,25.5
전라남도,전남여수시,4613000000,2019,44,26.7
전라남도,전남순천시,4615000000,2019,42,22.6
전라남도,전남나주시,4617000000,2019,45.3,27.7
전라남도,전남광양시,4623000000,2019,40.8,23.3
전라남도,전남담양군,4671000000,2019,50.8,21.9
전라남도,전남곡성군,4672000000,2019,53.4,27.3
전라남도,전남구례군,4673000000,2019,52.3,19.3
전라남도,전남고흥군,4677000000,2019,55.6,20.8
전라남도,전남보성군,4678000000,2019,54.3,18.6
전라남도,전남화순군,4679000000,2019,48.3,27.7
전라남도,전남장흥군,4680000000,2019,52,17.7
전라남도,전남강진군,4681000000,2019,52.2,24.4
전라남도,전남해남군,4682000000,2019,50.9,23.4
전라남도,전남영암군,4683000000,2019,48,30.9
전라남도,전남무안군,4684000000,2019,44.3,21
전라남도,전남함평군,4686000000,2019,53.6,22
전라남도,전남영광군,4687000000,2019,48.8,29.5
전라남도,전남장성군,4688000000,2019,49.4,25.1
전라남도,전남완도군,4689000000,2019,50.9,17.5
전라남도,전남진도군,4690000000,2019,51.7,26.6
전라남도,전남신안군,4691000000,2019,54,11.8
경상북도,경북포항남구,4711100000,2019,43.5,25.4
경상북도,경북포항북구,4711300000,2019,43.4,25.4
경상북도,경북경주시,4713000000,2019,46.5,25.3
경상북도,경북김천시,4715000000,2019,46.1,24.1
경상북도,경북안동시,4717000000,2019,47,25.3
경상북도,경북구미시,4719000000,2019,38.4,25.4
경상북도,경북영주시,4721000000,2019,48.5,21.8
경상북도,경북영천시,4723000000,2019,49.4,25.1
경상북도,경북상주시,4725000000,2019,50.7,14.1
경상북도,경북문경시,4728000000,2019,50.1,22.6
경상북도,경북경산시,4729000000,2019,42.8,24.7
경상북도,경북군위군,4772000000,2019,56.5,23.6
경상북도,경북의성군,4773000000,2019,56.5,24.9
경상북도,경북청송군,4775000000,2019,54.8,24.6
경상북도,경북영양군,4776000000,2019,54.4,27.6
경상북도,경북영덕군,4777000000,2019,54,19.1
경상북도,경북청도군,4782000000,2019,54.9,23.8
경상북도,경북고령군,4783000000,2019,51.5,24.9
경상북도,경북성주군,4784000000,2019,52.4,14
경상북도,경북칠곡군,4785000000,2019,42.2,26.5
경상북도,경북예천군,4790000000,2019,49.2,19.6
경상북도,경북봉화군,4792000000,2019,54.2,24.6
경상북도,경북울진군,4793000000,2019,49.3,24.6
경상북도,경북울릉군,4794000000,2019,50,18.1
경상남도,경남창원의창구,4812100000,2019,41.5,25.4
경상남도,경남창원성산구,4812300000,2019,39.3,25.4
경상남도,경남창원마산합포구,4812500000,2019,45.5,25.4
경상남도,경남창원마산회원구,4812700000,2019,43.6,25.4
경상남도,경남창원진해구,4812900000,2019,40.5,25.4
경상남도,경남진주시,4817000000,2019,42.5,25.2
경상남도,경남통영시,4822000000,2019,44.5,32.3
경상남도,경남사천시,4824000000,2019,45.5,10
경상남도,경남김해시,4825000000,2019,39.8,27.1
경상남도,경남밀양시,4827000000,2019,49.8,17.4
경상남도,경남거제시,4831000000,2019,39,20.7
경상남도,경남양산시,4833000000,2019,40.7,22.1
경상남도,경남의령군,4872000000,2019,54.3,22.6
경상남도,경남함안군,4873000000,2019,47.3,22.9
경상남도,경남창녕군,4874000000,2019,51,18.2
경상남도,경남고성군,4882000000,2019,50.9,17.2
경상남도,경남남해군,4884000000,2019,54.5,19.7
경상남도,경남하동군,4885000000,2019,52.9,21.1
경상남도,경남산청군,4886000000,2019,54.3,15.4
경상남도,경남함양군,4887000000,2019,52.2,23.4
경상남도,경남거창군,4888000000,2019,48.6,27.8
경상남도,경남합천군,4889000000,2019,55.5,19.5
제주특별자치도,제주제주시,5011000000,2019,40.9,23.2
제주특별자치도,제주서귀포시,5013000000,2019,44.4,23.2
서울특별시,서울종로구,1111000000,2020,45.3,28.6
서울특별시,서울중구,1114000000,2020,45.6,29.7
서울특별시,서울용산구,1117000000,2020,44.3,24.1
서울특별시,서울성동구,1120000000,2020,43,31.8
서울특별시,서울광진구,1121500000,2020,42.4,29.7
서울특별시,서울동대문구,1123000000,2020,44.1,26.2
서울특별시,서울중랑구,1126000000,2020,44.8,35.1
서울특별시,서울성북구,1129000000,2020,43.3,33.8
서울특별시,서울강북구,1130500000,2020,46.2,35.1
서울특별시,서울도봉구,1132000000,2020,45.5,29
서울특별시,서울노원구,1135000000,2020,43.3,24.4
서울특별시,서울은평구,1138000000,2020,44.2,31.7
서울특별시,서울서대문구,1141000000,2020,43.6,20.8
서울특별시,서울마포구,1144000000,2020,42,29.6
서울특별시,서울양천구,1147000000,2020,42.2,30.1
서울특별시,서울강서구,1150000000,2020,42.6,31
서울특별시,서울구로구,1153000000,2020,43.7,27.9
서울특별시,서울금천구,1154500000,2020,44.5,31.1
서울특별시,서울영등포구,1156000000,2020,43,31.7
서울특별시,서울동작구,1159000000,2020,43.1,26.8
서울특별시,서울관악구,1162000000,2020,42.6,32.2
서울특별시,서울서초구,1165000000,2020,41.3,29.2
서울특별시,서울강남구,1168000000,2020,41.4,30.6
서울특별시,서울송파구,1171000000,2020,41.7,25.9
서울특별시,서울강동구,1174000000,2020,42.6,28.4
부산광역시,부산중구,2611000000,2020,50.2,25.3
부산광역시,부산서구,2614000000,2020,48.4,26.5
부산광역시,부산동구,2617000000,2020,49.3,23.7
부산광역시,부산영도구,2620000000,2020,50.1,20.7
부산광역시,부산부산진구,2623000000,2020,45.3,23.3
부산광역시,부산동래구,2626000000,2020,44.3,28.6
부산광역시,부산남구,2629000000,2020,45,28
부산광역시,부산북구,2632000000,2020,44.7,20.4
부산광역시,부산해운대구,2635000000,2020,44.1,26.2
부산광역시,부산사하구,2638000000,2020,45.3,29.4
부산광역시,부산금정구,2641000000,2020,46.2,26.8
부산광역시,부산강서구,2644000000,2020,38.8,25.9
부산광역시,부산연제구,2647000000,2020,44.9,27.7
부산광역시,부산수영구,2650000000,2020,46,28
부산광역시,부산사상구,2653000000,2020,45.7,23.8
부산광역시,부산기장군,2671000000,2020,41.5,25.2
대구광역시,대구중구,2711000000,2020,45,25.8
대구광역시,대구동구,2714000000,2020,45.1,19
대구광역시,대구서구,2717000000,2020,48.3,25.3
대구광역시,대구남구,2720000000,2020,47.6,17.7
대구광역시,대구북구,2723000000,2020,42.3,24.2
대구광역시,대구수성구,2726000000,2020,42.7,22
대구광역시,대구달서구,2729000000,2020,42.6,24.1
대구광역시,대구달성군,2771000000,2020,40.4,25.5
인천광역시,인천중구,2811000000,2020,41.7,28.4
인천광역시,인천동구,2814000000,2020,47.3,32.1
인천광역시,인천미추홀구,2817700000,2020,44,36.1
인천광역시,인천연수구,2818500000,2020,39.3,29.4
인천광역시,인천남동구,2820000000,2020,42,28.4
인천광역시,인천부평구,2823700000,2020,43.3,35.2
인천광역시,인천계양구,2824500000,2020,43,34.7
인천광역시,인천서구,2826000000,2020,40.2,36.1
인천광역시,인천강화군,2871000000,2020,52.8,23.6
인천광역시,인천옹진군,2872000000,2020,49.9,29.3
광주광역시,광주동구,2911000000,2020,45.4,29.9
광주광역시,광주서구,2914000000,2020,41.8,28.3
광주광역시,광주남구,2915500000,2020,43,27.2
광주광역시,광주북구,2917000000,2020,42.2,26.7
광주광역시,광주광산구,2920000000,2020,38.3,27.1
대전광역시,대전동구,3011000000,2020,44.6,18.2
대전광역시,대전중구,3014000000,2020,44.9,27.7
대전광역시,대전서구,3017000000,2020,40.9,18.5
대전광역시,대전유성구,3020000000,2020,38.6,29.7
대전광역시,대전대덕구,3023000000,2020,43.8,28.3
울산광역시,울산중구,3111000000,2020,43.4,25.1
울산광역시,울산남구,3114000000,2020,41.8,27.8
울산광역시,울산동구,3117000000,2020,41.3,26.5
울산광역시,울산북구,3120000000,2020,38.2,27.8
울산광역시,울산울주군,3171000000,2020,43,20.2
세종특별자치시,세종시,3611000000,2020,37.3,24.1
경기도,경기수원장안구,4111100000,2020,41.9,27.4
경기도,경기수원권선구,4111300000,2020,40.5,27.4
경기도,경기수원팔달구,4111500000,2020,43.4,27.4
경기도,경기수원영통구,4111700000,2020,37.2,27.4
경기도,경기성남수정구,4113100000,2020,43.7,27.7
경기도,경기성남중원구,4113300000,2020,43.9,27.7
경기도,경기성남분당구,4113500000,2020,40.7,27.7
경기도,경기의정부시,4115000000,2020,42.8,27.2
경기도,경기안양만안구,4117100000,2020,43.9,30
경기도,경기안양동안구,4117300000,2020,41.2,30
경기도,경기부천시,4119000000,2020,42.7,32.2
경기도,경기광명시,4121000000,2020,42,30.4
경기도,경기평택시,4122000000,2020,40.6,28.9
경기도,경기동두천시,4125000000,2020,45.7,25.6
경기도,경기안산상록구,4127100000,2020,41.5,32.2
경기도,경기안산단원구,4127300000,2020,41.1,32.2
경기도,경기고양덕양구,4128100000,2020,42.6,31.1
경기도,경기고양일산동구,4128500000,2020,42,31.1
경기도,경기고양일산서구,4128700000,2020,41.5,31.1
경기도,경기과천시,4129000000,2020,42,26.5
경기도,경기구리시,4131000000,2020,42.3,30.7
경기도,경기남양주시,4136000000,2020,41.5,29.7
경기도,경기오산시,4137000000,2020,38.4,28.4
경기도,경기시흥시,4139000000,2020,39.4,33.8
경기도,경기군포시,4141000000,2020,42,27.9
경기도,경기의왕시,4143000000,2020,42.1,28.8
경기도,경기하남시,4145000000,2020,40.5,26.6
경기도,경기용인처인구,4146100000,2020,42.2,25.1
경기도,경기용인기흥구,4146300000,2020,40.1,25.1
경기도,경기용인수지구,4146500000,2020,39.9,25.1
경기도,경기파주시,4148000000,2020,41.1,28.1
경기도,경기이천시,4150000000,2020,41.6,32
경기도,경기안성시,4155000000,2020,43.9,25.8
경기도,경기김포시,4157000000,2020,39.7,34.2
경기도,경기화성시,4159000000,2020,37.4,30.3
경기도,경기광주시,4161000000,2020,41.7,22.5
경기도,경기양주시,4163000000,2020,42.5,22.5
경기도,경기포천시,4165000000,2020,46.7,28.3
경기도,경기여주시,4167000000,2020,46.7,25.5
경기도,경기연천군,4180000000,2020,48.5,23.5
경기도,경기가평군,4182000000,2020,49.5,20.1
경기도,경기양평군,4183000000,2020,48.9,28.2
강원도,강원춘천시,4211000000,2020,43.8,33.1
강원도,강원원주시,4213000000,2020,42.6,32.7
강원도,강원강릉시,4215000000,2020,46.3,30.5
강원도,강원동해시,4217000000,2020,45.5,22.5
강원도,강원태백시,4219000000,2020,48.4,25.3
강원도,강원속초시,4221000000,2020,45.4,16.3
강원도,강원삼척시,4223000000,2020,48.5,26.6
강원도,강원홍천군,4272000000,2020,49.7,22.4
강원도,강원횡성군,4273000000,2020,51.8,22.5
강원도,강원영월군,4275000000,2020,51.8,30.8
강원도,강원평창군,4276000000,2020,51.5,24.6
강원도,강원정선군,4277000000,2020,51.3,22
강원도,강원철원군,4278000000,2020,46,23.9
강원도,강원화천군,4279000000,2020,45.9,21.5
강원도,강원양구군,4280000000,2020,45,24.2
강원도,강원인제군,4281000000,2020,45.6,23.3
강원도,강원고성군,4282000000,2020,51.3,15.6
강원도,강원양양군,4283000000,2020,51.4,20.2
충청북도,충북청주상당구,4311100000,2020,42.5,25.1
충청북도,충북청주서원구,4311200000,2020,42.7,25.1
충청북도,충북청주흥덕구,4311300000,2020,39.8,25.1
충청북도,충북청주청원구,4311400000,2020,40,25.1
충청북도,충북충주시,4313000000,2020,45.6,29.3
충청북도,충북제천시,4315000000,2020,46.8,25.4
충청북도,충북보은군,4372000000,2020,54,30.9
충청북도,충북옥천군,4373000000,2020,51.1,29.4
충청북도,충북영동군,4374000000,2020,51.9,18.1
충청북도,충북증평군,4374500000,2020,43.4,25.9
충청북도,충북진천군,4375000000,2020,42.8,33
충청북도,충북괴산군,4376000000,2020,54.2,30.4
충청북도,충북음성군,4377000000,2020,47.2,28
충청북도,충북단양군,4380000000,2020,52.8,17.2
충청남도,충남천안동남구,4413100000,2020,42.1,31.3
충청남도,충남천안서북구,4413300000,2020,37.8,31.3
충청남도,충남공주시,4415000000,2020,49.2,22.2
충청남도,충남보령시,4418000000,2020,48.7,20.9
충청남도,충남아산시,4420000000,2020,40.3,26
충청남도,충남서산시,4421000000,2020,43.7,28
충청남도,충남논산시,4423000000,2020,48.9,22.1
충청남도,충남계룡시,4425000000,2020,40,24.5
충청남도,충남당진시,4427000000,2020,43.8,23.4
충청남도,충남금산군,4471000000,2020,51.6,24.5
충청남도,충남부여군,4476000000,2020,53.4,23.1
충청남도,충남서천군,4477000000,2020,54.1,27.1
충청남도,충남청양군,4479000000,2020,54,31.9
충청남도,충남홍성군,4480000000,2020,46.6,29.7
충청남도,충남예산군,4481000000,2020,51.9,29.1
충청남도,충남태안군,4482500000,2020,51.7,28.4
전라북도,전북전주완산구,4511100000,2020,42.5,30.8
전라북도,전북전주덕진구,4511300000,2020,40.8,30.8
전라북도,전북군산시,4513000000,2020,44.3,26
전라북도,전북익산시,4514000000,2020,45.1,24.4
전라북도,전북정읍시,4518000000,2020,49.3,26.5
전라북도,전북남원시,4519000000,2020,49.3,19.8
전라북도,전북김제시,4521000000,2020,51.7,29.4
전라북도,전북완주군,4571000000,2020,46.7,23.8
전라북도,전북진안군,4572000000,2020,53.6,22.6
전라북도,전북무주군,4573000000,2020,52.7,25.8
전라북도,전북장수군,4574000000,2020,52.7,14.1
전라북도,전북임실군,4575000000,2020,54.1,30.1
전라북도,전북순창군,4577000000,2020,52.4,19.4
전라북도,전북고창군,4579000000,2020,52.8,20.5
전라북도,전북부안군,4580000000,2020,52.5,25.7
전라남도,전남목포시,4611000000,2020,42.9,20.9
전라남도,전남여수시,4613000000,2020,44.7,20.7
전라남도,전남순천시,4615000000,2020,42.5,21
전라남도,전남나주시,4617000000,2020,45.6,27.5
전라남도,전남광양시,4623000000,2020,41.6,21.2
전라남도,전남담양군,4671000000,2020,51.5,16.3
전라남도,전남곡성군,4672000000,2020,54.4,25
전라남도,전남구례군,4673000000,2020,53.5,14.8
전라남도,전남고흥군,4677000000,2020,56.3,17.5
전라남도,전남보성군,4678000000,2020,55.1,22.1
전라남도,전남화순군,4679000000,2020,49,30.3
전라남도,전남장흥군,4680000000,2020,52.7,26.6
전라남도,전남강진군,4681000000,2020,53,17.2
전라남도,전남해남군,4682000000,2020,51.7,25.9
전라남도,전남영암군,4683000000,2020,48.9,28.7
전라남도,전남무안군,4684000000,2020,44,20.2
전라남도,전남함평군,4686000000,2020,54.4,15.6
전라남도,전남영광군,4687000000,2020,49.3,24.8
전라남도,전남장성군,4688000000,2020,50.4,23.2
전라남도,전남완도군,4689000000,2020,51.6,24.1
전라남도,전남진도군,4690000000,2020,52.1,12.3
전라남도,전남신안군,4691000000,2020,55.1,6.2
경상북도,경북포항남구,4711100000,2020,44.3,24.8
경상북도,경북포항북구,4711300000,2020,44,24.8
경상북도,경북경주시,4713000000,2020,47.2,23
경상북도,경북김천시,4715000000,2020,46.7,24.7
경상북도,경북안동시,4717000000,2020,47.6,25.4
경상북도,경북구미시,4719000000,2020,39.1,27.7
경상북도,경북영주시,4721000000,2020,49.3,24.4
경상북도,경북영천시,4723000000,2020,50.1,28.7
경상북도,경북상주시,4725000000,2020,51.6,18.7
경상북도,경북문경시,4728000000,2020,50.8,28.9
경상북도,경북경산시,4729000000,2020,43.5,28.1
경상북도,경북군위군,4772000000,2020,57.6,18.8
경상북도,경북의성군,4773000000,2020,57.3,15.4
경상북도,경북청송군,4775000000,2020,55.7,22.4
경상북도,경북영양군,4776000000,2020,55.3,24.2
경상북도,경북영덕군,4777000000,2020,55,17.5
경상북도,경북청도군,4782000000,2020,55.7,30
경상북도,경북고령군,4783000000,2020,52.6,21.1
경상북도,경북성주군,4784000000,2020,53.3,15.8
경상북도,경북칠곡군,4785000000,2020,43.2,24.7
경상북도,경북예천군,4790000000,2020,49.5,26.9
경상북도,경북봉화군,4792000000,2020,55.1,33.5
경상북도,경북울진군,4793000000,2020,50,33.5
경상북도,경북울릉군,4794000000,2020,51.1,21.3
경상남도,경남창원의창구,4812100000,2020,42,26.2
경상남도,경남창원성산구,4812300000,2020,40.1,26.2
경상남도,경남창원마산합포구,4812500000,2020,46.2,26.2
경상남도,경남창원마산회원구,4812700000,2020,44.4,26.2
경상남도,경남창원진해구,4812900000,2020,41.2,26.2
경상남도,경남진주시,4817000000,2020,43,29.9
경상남도,경남통영시,4822000000,2020,45.4,20.6
경상남도,경남사천시,4824000000,2020,46.2,30.8
경상남도,경남김해시,4825000000,2020,40.5,29.5
경상남도,경남밀양시,4827000000,2020,50.5,25.7
경상남도,경남거제시,4831000000,2020,39.8,21.4
경상남도,경남양산시,4833000000,2020,41.4,28
경상남도,경남의령군,4872000000,2020,55.1,18.4
경상남도,경남함안군,4873000000,2020,48.3,27.2
경상남도,경남창녕군,4874000000,2020,51.9,15.1
경상남도,경남고성군,4882000000,2020,51.7,16.1
경상남도,경남남해군,4884000000,2020,55.1,21.7
경상남도,경남하동군,4885000000,2020,54.1,27.3
경상남도,경남산청군,4886000000,2020,55.2,18.6
경상남도,경남함양군,4887000000,2020,53,23.7
경상남도,경남거창군,4888000000,2020,49.2,24.3
경상남도,경남합천군,4889000000,2020,56.4,20.3
제주특별자치도,제주제주시,5011000000,2020,41.4,25.8
제주특별자치도,제주서귀포시,5013000000,2020,44.9,25.8
서울특별시,서울종로구,1111000000,2021,45.4,30.3
서울특별시,서울중구,1114000000,2021,45.8,26.8
서울특별시,서울용산구,1117000000,2021,44.3,26.5
서울특별시,서울성동구,1120000000,2021,43.4,30.5
서울특별시,서울광진구,1121500000,2021,42.9,27.1
서울특별시,서울동대문구,1123000000,2021,44.3,23.1
서울특별시,서울중랑구,1126000000,2021,45.3,29.9
서울특별시,서울성북구,1129000000,2021,43.7,30.8
서울특별시,서울강북구,1130500000,2021,46.7,29
서울특별시,서울도봉구,1132000000,2021,46.1,31.8
서울특별시,서울노원구,1135000000,2021,43.9,24
서울특별시,서울은평구,1138000000,2021,44.7,27.1
서울특별시,서울서대문구,1141000000,2021,43.9,28.2
서울특별시,서울마포구,1144000000,2021,42.2,28.7
서울특별시,서울양천구,1147000000,2021,42.8,29.6
서울특별시,서울강서구,1150000000,2021,43.1,30.4
서울특별시,서울구로구,1153000000,2021,44.2,24
서울특별시,서울금천구,1154500000,2021,44.8,31.8
서울특별시,서울영등포구,1156000000,2021,43.2,29.3
서울특별시,서울동작구,1159000000,2021,43.5,26.7
서울특별시,서울관악구,1162000000,2021,42.9,23.8
서울특별시,서울서초구,1165000000,2021,41.7,27.7
서울특별시,서울강남구,1168000000,2021,41.9,31.9
서울특별시,서울송파구,1171000000,2021,42.2,29
서울특별시,서울강동구,1174000000,2021,43,23.2
부산광역시,부산중구,2611000000,2021,50.3,24.5
부산광역시,부산서구,2614000000,2021,48.7,24.8
부산광역시,부산동구,2617000000,2021,49.5,27.6
부산광역시,부산영도구,2620000000,2021,50.5,26.5
부산광역시,부산부산진구,2623000000,2021,45.7,25.4
부산광역시,부산동래구,2626000000,2021,44.7,24
부산광역시,부산남구,2629000000,2021,45.6,23.3
부산광역시,부산북구,2632000000,2021,45.3,23.2
부산광역시,부산해운대구,2635000000,2021,44.7,26.4
부산광역시,부산사하구,2638000000,2021,45.9,27
부산광역시,부산금정구,2641000000,2021,46.7,27.5
부산광역시,부산강서구,2644000000,2021,39.1,25.9
부산광역시,부산연제구,2647000000,2021,45.4,26.8
부산광역시,부산수영구,2650000000,2021,46.4,25.5
부산광역시,부산사상구,2653000000,2021,46.4,25.9
부산광역시,부산기장군,2671000000,2021,42.1,28.5
대구광역시,대구중구,2711000000,2021,45.1,29.1
대구광역시,대구동구,2714000000,2021,45.6,22.9
대구광역시,대구서구,2717000000,2021,49.1,25.2
대구광역시,대구남구,2720000000,2021,48.1,19.8
대구광역시,대구북구,2723000000,2021,42.9,28.3
대구광역시,대구수성구,2726000000,2021,43.3,25
대구광역시,대구달서구,2729000000,2021,43.4,22.9
대구광역시,대구달성군,2771000000,2021,41,22.1
인천광역시,인천중구,2811000000,2021,42,26.2
인천광역시,인천동구,2814000000,2021,47.6,21.8
인천광역시,인천미추홀구,2817700000,2021,44.4,30.7
인천광역시,인천연수구,2818500000,2021,39.8,29.2
인천광역시,인천남동구,2820000000,2021,42.7,29
인천광역시,인천부평구,2823700000,2021,43.9,31.8
인천광역시,인천계양구,2824500000,2021,43.7,32.6
인천광역시,인천서구,2826000000,2021,40.6,28.9
인천광역시,인천강화군,2871000000,2021,53.4,19.3
인천광역시,인천옹진군,2872000000,2021,50.7,26.6
광주광역시,광주동구,2911000000,2021,45.5,23.9
광주광역시,광주서구,2914000000,2021,42.4,31.1
광주광역시,광주남구,2915500000,2021,43.3,24.1
광주광역시,광주북구,2917000000,2021,42.7,29
광주광역시,광주광산구,2920000000,2021,38.9,26.8
대전광역시,대전동구,3011000000,2021,45.1,21.8
대전광역시,대전중구,3014000000,2021,45.5,26.8
대전광역시,대전서구,3017000000,2021,41.4,19
대전광역시,대전유성구,3020000000,2021,39.2,28.6
대전광역시,대전대덕구,3023000000,2021,44.5,26.4
울산광역시,울산중구,3111000000,2021,44.1,24.6
울산광역시,울산남구,3114000000,2021,42.4,26.5
울산광역시,울산동구,3117000000,2021,42,27
울산광역시,울산북구,3120000000,2021,39,26.2
울산광역시,울산울주군,3171000000,2021,43.8,19.7
세종특별자치시,세종시,3611000000,2021,37.7,25.5
경기도,경기수원장안구,4111100000,2021,42.3,28.1
경기도,경기수원권선구,4111300000,2021,41.1,28.1
경기도,경기수원팔달구,4111500000,2021,43.4,28.1
경기도,경기수원영통구,4111700000,2021,37.8,28.1
경기도,경기성남수정구,4113100000,2021,44.1,26.3
경기도,경기성남중원구,4113300000,2021,44.4,26.3
