시도,시군구,행정번호,년도,평균연령,스트레스인지율
경기도,경기성남분당구,4113500000,2021,41.2,26.3
경기도,경기의정부시,4115000000,2021,43.3,29
경기도,경기안양만안구,4117100000,2021,44.4,28.6
경기도,경기안양동안구,4117300000,2021,41.6,28.6
경기도,경기부천시,4119000000,2021,43.4,31.1
경기도,경기광명시,4121000000,2021,42.5,29.7
경기도,경기평택시,4122000000,2021,40.8,28.8
경기도,경기동두천시,4125000000,2021,46.2,24.4
경기도,경기안산상록구,4127100000,2021,42.1,32
경기도,경기안산단원구,4127300000,2021,41.7,32
경기도,경기고양덕양구,4128100000,2021,43.1,27.9
경기도,경기고양일산동구,4128500000,2021,42.6,27.9
경기도,경기고양일산서구,4128700000,2021,42.3,27.9
경기도,경기과천시,4129000000,2021,41.8,26.8
경기도,경기구리시,4131000000,2021,42.9,29.3
경기도,경기남양주시,4136000000,2021,42.1,28.2
경기도,경기오산시,4137000000,2021,39.2,28.2
경기도,경기시흥시,4139000000,2021,40,26.9
경기도,경기군포시,4141000000,2021,42.8,31
경기도,경기의왕시,4143000000,2021,42.7,27
경기도,경기하남시,4145000000,2021,40.6,23.7
경기도,경기용인처인구,4146100000,2021,42.8,26.6
경기도,경기용인기흥구,4146300000,2021,40.7,26.6
경기도,경기용인수지구,4146500000,2021,40.4,26.6
경기도,경기파주시,4148000000,2021,41.5,25.5
경기도,경기이천시,4150000000,2021,42.1,30.4
경기도,경기안성시,4155000000,2021,44.5,32.5
경기도,경기김포시,4157000000,2021,40.2,27
경기도,경기화성시,4159000000,2021,37.9,27.2
경기도,경기광주시,4161000000,2021,42.4,27.4
경기도,경기양주시,4163000000,2021,43,29.3
경기도,경기포천시,4165000000,2021,47.3,29
경기도,경기여주시,4167000000,2021,47.4,28
경기도,경기연천군,4180000000,2021,49.2,32.2
경기도,경기가평군,4182000000,2021,50.1,26.2
경기도,경기양평군,4183000000,2021,49.4,22.5
강원도,강원춘천시,4211000000,2021,44.2,28.7
강원도,강원원주시,4213000000,2021,43.2,36.2
강원도,강원강릉시,4215000000,2021,46.8,25.4
강원도,강원동해시,4217000000,2021,46.1,24.9
강원도,강원태백시,4219000000,2021,49,26.3
강원도,강원속초시,4221000000,2021,46,17.6
강원도,강원삼척시,4223000000,2021,49.2,23.2
강원도,강원홍천군,4272000000,2021,50.5,31.5
강원도,강원횡성군,4273000000,2021,52.4,27.8
강원도,강원영월군,4275000000,2021,52.4,27.6
강원도,강원평창군,4276000000,2021,52.4,24.3
강원도,강원정선군,4277000000,2021,51.9,25.2
강원도,강원철원군,4278000000,2021,46.7,20.4
강원도,강원화천군,4279000000,2021,46.6,29.5
강원도,강원양구군,4280000000,2021,45.8,26.6
강원도,강원인제군,4281000000,2021,45.9,24.5
강원도,강원고성군,4282000000,2021,51.6,15.7
강원도,강원양양군,4283000000,2021,52.2,21.4
충청북도,충북청주상당구,4311100000,2021,42.9,26
충청북도,충북청주서원구,4311200000,2021,43.3,26
충청북도,충북청주흥덕구,4311300000,2021,40.3,26
충청북도,충북청주청원구,4311400000,2021,40.5,26
충청북도,충북충주시,4313000000,2021,46.2,27.7
충청북도,충북제천시,4315000000,2021,47.5,31.2
충청북도,충북보은군,4372000000,2021,54.7,31.3
충청북도,충북옥천군,4373000000,2021,51.9,26.2
충청북도,충북영동군,4374000000,2021,53,29.4
충청북도,충북증평군,4374500000,2021,44.2,27
충청북도,충북진천군,4375000000,2021,43.3,34.8
충청북도,충북괴산군,4376000000,2021,55.5,23.3
충청북도,충북음성군,4377000000,2021,47.9,27.2
충청북도,충북단양군,4380000000,2021,53.7,22.1
충청남도,충남천안동남구,4413100000,2021,42.8,28.4
충청남도,충남천안서북구,4413300000,2021,38.4,28.4
충청남도,충남공주시,4415000000,2021,49.8,25.4
충청남도,충남보령시,4418000000,2021,49.4,21.6
충청남도,충남아산시,4420000000,2021,40.8,29.7
충청남도,충남서산시,4421000000,2021,44.3,25.7
충청남도,충남논산시,4423000000,2021,49.5,25.3
충청남도,충남계룡시,4425000000,2021,40.6,24.2
충청남도,충남당진시,4427000000,2021,44.5,24.9
충청남도,충남금산군,4471000000,2021,52.5,27.2
충청남도,충남부여군,4476000000,2021,54.2,16.3
충청남도,충남서천군,4477000000,2021,54.9,20.2
충청남도,충남청양군,4479000000,2021,54.8,24.8
충청남도,충남홍성군,4480000000,2021,47.1,31.3
충청남도,충남예산군,4481000000,2021,52.6,29.8
충청남도,충남태안군,4482500000,2021,52.6,23.1
전라북도,전북전주완산구,4511100000,2021,43.2,26.5
전라북도,전북전주덕진구,4511300000,2021,41.2,26.5
전라북도,전북군산시,4513000000,2021,45,27.9
전라북도,전북익산시,4514000000,2021,45.7,24.6
전라북도,전북정읍시,4518000000,2021,50,25.2
전라북도,전북남원시,4519000000,2021,50,24
전라북도,전북김제시,4521000000,2021,52.3,31.6
전라북도,전북완주군,4571000000,2021,47.5,24.4
전라북도,전북진안군,4572000000,2021,54.5,16.7
전라북도,전북무주군,4573000000,2021,53.5,26.2
전라북도,전북장수군,4574000000,2021,53.6,23.6
전라북도,전북임실군,4575000000,2021,54.9,25
전라북도,전북순창군,4577000000,2021,53.4,16
전라북도,전북고창군,4579000000,2021,53.6,28.5
전라북도,전북부안군,4580000000,2021,53.2,27.9
전라남도,전남목포시,4611000000,2021,43.7,24.9
전라남도,전남여수시,4613000000,2021,45.4,22.2
전라남도,전남순천시,4615000000,2021,43,25
전라남도,전남나주시,4617000000,2021,45.9,25.6
전라남도,전남광양시,4623000000,2021,42.3,26.1
전라남도,전남담양군,4671000000,2021,52.2,19.5
전라남도,전남곡성군,4672000000,2021,55.2,26.6
전라남도,전남구례군,4673000000,2021,54.3,14.9
전라남도,전남고흥군,4677000000,2021,57,18.3
전라남도,전남보성군,4678000000,2021,56,20.1
전라남도,전남화순군,4679000000,2021,49.7,27.3
전라남도,전남장흥군,4680000000,2021,53.6,31.5
전라남도,전남강진군,4681000000,2021,53.9,19.5
전라남도,전남해남군,4682000000,2021,52.5,24.3
전라남도,전남영암군,4683000000,2021,49.7,24.7
전라남도,전남무안군,4684000000,2021,43.8,20.2
전라남도,전남함평군,4686000000,2021,55.3,26.9
전라남도,전남영광군,4687000000,2021,49.9,24.2
전라남도,전남장성군,4688000000,2021,51.4,23.3
전라남도,전남완도군,4689000000,2021,52.3,26.8
전라남도,전남진도군,4690000000,2021,53,17.7
전라남도,전남신안군,4691000000,2021,55.8,13.7
경상북도,경북포항남구,4711100000,2021,44.9,23.6
경상북도,경북포항북구,4711300000,2021,44.6,23.6
경상북도,경북경주시,4713000000,2021,47.9,28.8
경상북도,경북김천시,4715000000,2021,47.2,23.9
경상북도,경북안동시,4717000000,2021,48.1,24.5
경상북도,경북구미시,4719000000,2021,39.8,24.9
경상북도,경북영주시,4721000000,2021,49.8,22.5
경상북도,경북영천시,4723000000,2021,50.7,28.4
경상북도,경북상주시,4725000000,2021,52.2,18.9
경상북도,경북문경시,4728000000,2021,51.4,24.6
경상북도,경북경산시,4729000000,2021,44,25.3
경상북도,경북군위군,4772000000,2021,58.4,14.6
경상북도,경북의성군,4773000000,2021,58.1,27.3
경상북도,경북청송군,4775000000,2021,56.4,20.3
경상북도,경북영양군,4776000000,2021,55.9,23.3
경상북도,경북영덕군,4777000000,2021,55.9,21.1
경상북도,경북청도군,4782000000,2021,56.4,31.2
경상북도,경북고령군,4783000000,2021,53.5,18.8
경상북도,경북성주군,4784000000,2021,54.1,16.5
경상북도,경북칠곡군,4785000000,2021,44,29.4
경상북도,경북예천군,4790000000,2021,49.9,26.6
경상북도,경북봉화군,4792000000,2021,56,17.4
경상북도,경북울진군,4793000000,2021,50.7,17.4
경상북도,경북울릉군,4794000000,2021,51.3,19.7
경상남도,경남창원의창구,4812100000,2021,42.9,26
경상남도,경남창원성산구,4812300000,2021,41,26
경상남도,경남창원마산합포구,4812500000,2021,46.3,26
경상남도,경남창원마산회원구,4812700000,2021,45.2,26
경상남도,경남창원진해구,4812900000,2021,41.8,26
경상남도,경남진주시,4817000000,2021,43.6,29.3
경상남도,경남통영시,4822000000,2021,46.3,18.1
경상남도,경남사천시,4824000000,2021,46.9,25.5
경상남도,경남김해시,4825000000,2021,41.2,29.3
경상남도,경남밀양시,4827000000,2021,51.2,17.8
경상남도,경남거제시,4831000000,2021,40.7,13.1
경상남도,경남양산시,4833000000,2021,42.2,26.5
경상남도,경남의령군,4872000000,2021,56,20.7
경상남도,경남함안군,4873000000,2021,49.4,22.2
경상남도,경남창녕군,4874000000,2021,52.8,15.2
경상남도,경남고성군,4882000000,2021,52.6,18.1
경상남도,경남남해군,4884000000,2021,55.8,23.4
경상남도,경남하동군,4885000000,2021,55.2,19.5
경상남도,경남산청군,4886000000,2021,56.2,21.1
경상남도,경남함양군,4887000000,2021,53.8,24.2
경상남도,경남거창군,4888000000,2021,49.7,20.5
경상남도,경남합천군,4889000000,2021,57.2,21.7
제주특별자치도,제주제주시,5011000000,2021,41.9,25.3
제주특별자치도,제주서귀포시,5013000000,2021,45.3,25.3
서울특별시,서울종로구,1111000000,2022,45.6,29.6
서울특별시,서울중구,1114000000,2022,46.1,25.6
서울특별시,서울용산구,1117000000,2022,44.4,17.9
서울특별시,서울성동구,1120000000,2022,43.8,27.2
서울특별시,서울광진구,1121500000,2022,43.3,27.5
서울특별시,서울동대문구,1123000000,2022,44.5,19.3
서울특별시,서울중랑구,1126000000,2022,45.7,30.8
서울특별시,서울성북구,1129000000,2022,44,28.4
서울특별시,서울강북구,1130500000,2022,47.3,23.5
서울특별시,서울도봉구,1132000000,2022,46.7,29.1
서울특별시,서울노원구,1135000000,2022,44.4,19.9
서울특별시,서울은평구,1138000000,2022,45.1,21.9
서울특별시,서울서대문구,1141000000,2022,44.1,25.5
서울특별시,서울마포구,1144000000,2022,42.6,25.5
서울특별시,서울양천구,1147000000,2022,43.4,24.7
서울특별시,서울강서구,1150000000,2022,43.5,24.2
서울특별시,서울구로구,1153000000,2022,44.6,26.5
서울특별시,서울금천구,1154500000,2022,45.2,26.1
서울특별시,서울영등포구,1156000000,2022,43.4,27.7
서울특별시,서울동작구,1159000000,2022,43.8,23.5
서울특별시,서울관악구,1162000000,2022,43.1,30.9
서울특별시,서울서초구,1165000000,2022,42.1,27.6
서울특별시,서울강남구,1168000000,2022,42.3,27.7
서울특별시,서울송파구,1171000000,2022,42.6,27.6
서울특별시,서울강동구,1174000000,2022,43.4,20.9
부산광역시,부산중구,2611000000,2022,50.7,23.9
부산광역시,부산서구,2614000000,2022,49,25.2
부산광역시,부산동구,2617000000,2022,49.9,18
부산광역시,부산영도구,2620000000,2022,51.1,22.1
부산광역시,부산부산진구,2623000000,2022,46,27.7
부산광역시,부산동래구,2626000000,2022,44.9,21.4
부산광역시,부산남구,2629000000,2022,46.1,22.3
부산광역시,부산북구,2632000000,2022,46,20.5
부산광역시,부산해운대구,2635000000,2022,45.3,20.4
부산광역시,부산사하구,2638000000,2022,46.6,24.7
부산광역시,부산금정구,2641000000,2022,47.4,21.6
부산광역시,부산강서구,2644000000,2022,39.6,23.7
부산광역시,부산연제구,2647000000,2022,46.1,19.7
부산광역시,부산수영구,2650000000,2022,46.8,20.6
부산광역시,부산사상구,2653000000,2022,47,25.2
부산광역시,부산기장군,2671000000,2022,42.7,23.5
대구광역시,대구중구,2711000000,2022,44.4,28.2
대구광역시,대구동구,2714000000,2022,46.1,22.1
대구광역시,대구서구,2717000000,2022,49.8,21
대구광역시,대구남구,2720000000,2022,48.5,22
대구광역시,대구북구,2723000000,2022,43.6,25.5
대구광역시,대구수성구,2726000000,2022,43.8,20.5
대구광역시,대구달서구,2729000000,2022,44,21.3
대구광역시,대구달성군,2771000000,2022,41.6,23.3
인천광역시,인천중구,2811000000,2022,42.2,26.8
인천광역시,인천동구,2814000000,2022,48.1,22.3
인천광역시,인천미추홀구,2817700000,2022,44.9,27.6
인천광역시,인천연수구,2818500000,2022,40.4,23.2
인천광역시,인천남동구,2820000000,2022,43.5,24.3
인천광역시,인천부평구,2823700000,2022,44.4,32.2
인천광역시,인천계양구,2824500000,2022,44.5,29.3
인천광역시,인천서구,2826000000,2022,40.8,23.8
인천광역시,인천강화군,2871000000,2022,54,20.8
인천광역시,인천옹진군,2872000000,2022,51.2,22
광주광역시,광주동구,2911000000,2022,45.4,22.2
광주광역시,광주서구,2914000000,2022,43,26.9
광주광역시,광주남구,2915500000,2022,43.9,19.1
광주광역시,광주북구,2917000000,2022,43.3,30.8
광주광역시,광주광산구,2920000000,2022,39.5,24.8
대전광역시,대전동구,3011000000,2022,45.6,20.5
대전광역시,대전중구,3014000000,2022,46,32.7
대전광역시,대전서구,3017000000,2022,41.9,19.5
대전광역시,대전유성구,3020000000,2022,39.6,28.2
대전광역시,대전대덕구,3023000000,2022,45.2,25.7
울산광역시,울산중구,3111000000,2022,44.9,21.4
울산광역시,울산남구,3114000000,2022,43,21.7
울산광역시,울산동구,3117000000,2022,42.7,20.2
울산광역시,울산북구,3120000000,2022,39.7,22.5
울산광역시,울산울주군,3171000000,2022,44.5,23
세종특별자치시,세종시,3611000000,2022,38.1,20.1
경기도,경기수원장안구,4111100000,2022,42.9,23.3
경기도,경기수원권선구,4111300000,2022,41.7,23.3
경기도,경기수원팔달구,4111500000,2022,43.3,23.3
경기도,경기수원영통구,4111700000,2022,38.3,23.3
경기도,경기성남수정구,4113100000,2022,44.6,25.3
경기도,경기성남중원구,4113300000,2022,44.7,25.3
경기도,경기성남분당구,4113500000,2022,41.7,25.3
경기도,경기의정부시,4115000000,2022,43.8,26.3
경기도,경기안양만안구,4117100000,2022,44.9,25.8
경기도,경기안양동안구,4117300000,2022,42,25.8
경기도,경기부천시,4119000000,2022,44,26.9
경기도,경기광명시,4121000000,2022,43,21.9
경기도,경기평택시,4122000000,2022,41.1,27.8
경기도,경기동두천시,4125000000,2022,46.9,23.5
경기도,경기안산상록구,4127100000,2022,42.8,28.5
경기도,경기안산단원구,4127300000,2022,42.4,28.5
경기도,경기고양덕양구,4128100000,2022,43.5,24.7
경기도,경기고양일산동구,4128500000,2022,43.2,24.7
경기도,경기고양일산서구,4128700000,2022,43.1,24.7
경기도,경기과천시,4129000000,2022,41.6,23.9
경기도,경기구리시,4131000000,2022,43.6,21.5
경기도,경기남양주시,4136000000,2022,42.6,25.2
경기도,경기오산시,4137000000,2022,39.9,24
경기도,경기시흥시,4139000000,2022,40.5,23.2
경기도,경기군포시,4141000000,2022,43.4,29.3
경기도,경기의왕시,4143000000,2022,43.3,25.4
경기도,경기하남시,4145000000,2022,41,24.7
경기도,경기용인처인구,4146100000,2022,43.4,21.2
경기도,경기용인기흥구,4146300000,2022,41.4,21.2
경기도,경기용인수지구,4146500000,2022,40.9,21.2
경기도,경기파주시,4148000000,2022,42,23.4
경기도,경기이천시,4150000000,2022,42.6,22.4
경기도,경기안성시,4155000000,2022,45.1,26.2
경기도,경기김포시,4157000000,2022,40.8,24.8
경기도,경기화성시,4159000000,2022,38.4,23.5
경기도,경기광주시,4161000000,2022,43,18
경기도,경기양주시,4163000000,2022,43.5,27.8
경기도,경기포천시,4165000000,2022,48,25.5
경기도,경기여주시,4167000000,2022,48,24.3
경기도,경기연천군,4180000000,2022,50,24.9
경기도,경기가평군,4182000000,2022,50.7,17.3
경기도,경기양평군,4183000000,2022,50,26.7
강원도,강원춘천시,4211000000,2022,44.6,26.4
강원도,강원원주시,4213000000,2022,43.7,28.8
강원도,강원강릉시,4215000000,2022,47.4,25.1
강원도,강원동해시,4217000000,2022,46.7,20.8
강원도,강원태백시,4219000000,2022,49.7,23.3
강원도,강원속초시,4221000000,2022,46.5,17.2
강원도,강원삼척시,4223000000,2022,49.5,24.6
강원도,강원홍천군,4272000000,2022,51.2,25.4
강원도,강원횡성군,4273000000,2022,53,23
강원도,강원영월군,4275000000,2022,53,24.3
강원도,강원평창군,4276000000,2022,53,23.6
강원도,강원정선군,4277000000,2022,52.6,24
강원도,강원철원군,4278000000,2022,47.5,23.1
강원도,강원화천군,4279000000,2022,47.5,22.9
강원도,강원양구군,4280000000,2022,46.5,26
강원도,강원인제군,4281000000,2022,46.3,26.5
강원도,강원고성군,4282000000,2022,52,17.1
강원도,강원양양군,4283000000,2022,52.9,27.6
충청북도,충북청주상당구,4311100000,2022,43.4,24.6
충청북도,충북청주서원구,4311200000,2022,43.8,24.6
충청북도,충북청주흥덕구,4311300000,2022,40.8,24.6
충청북도,충북청주청원구,4311400000,2022,41.2,24.6
충청북도,충북충주시,4313000000,2022,46.8,25.1
충청북도,충북제천시,4315000000,2022,48,29.6
충청북도,충북보은군,4372000000,2022,55.3,31.8
충청북도,충북옥천군,4373000000,2022,52.7,22.3
충청북도,충북영동군,4374000000,2022,53.9,21.8
충청북도,충북증평군,4374500000,2022,44.7,24.9
충청북도,충북진천군,4375000000,2022,43.8,27.6
충청북도,충북괴산군,4376000000,2022,56.3,16.6
충청북도,충북음성군,4377000000,2022,48.5,26.4
충청북도,충북단양군,4380000000,2022,54.5,22.3
충청남도,충남천안동남구,4413100000,2022,43.4,25.4
충청남도,충남천안서북구,4413300000,2022,39,25.4
충청남도,충남공주시,4415000000,2022,50.3,25.3
충청남도,충남보령시,4418000000,2022,50.1,21.1
충청남도,충남아산시,4420000000,2022,41.1,29.3
충청남도,충남서산시,4421000000,2022,45,25.9
충청남도,충남논산시,4423000000,2022,50.2,22
충청남도,충남계룡시,4425000000,2022,41.1,23.8
충청남도,충남당진시,4427000000,2022,45,24
충청남도,충남금산군,4471000000,2022,53.2,23.8
충청남도,충남부여군,4476000000,2022,54.9,22.3
충청남도,충남서천군,4477000000,2022,55.5,21.9
충청남도,충남청양군,4479000000,2022,55.2,23
충청남도,충남홍성군,4480000000,2022,47.8,25.5
충청남도,충남예산군,4481000000,2022,53,19.6
충청남도,충남태안군,4482500000,2022,53.4,29.1
전라북도,전북전주완산구,4511100000,2022,43.8,25.7
전라북도,전북전주덕진구,4511300000,2022,41.8,25.7
전라북도,전북군산시,4513000000,2022,45.6,26.2
전라북도,전북익산시,4514000000,2022,46.4,24.3
전라북도,전북정읍시,4518000000,2022,50.6,27.2
전라북도,전북남원시,4519000000,2022,50.8,25
전라북도,전북김제시,4521000000,2022,52.6,24.9
전라북도,전북완주군,4571000000,2022,47.8,15.3
전라북도,전북진안군,4572000000,2022,55.4,22.1
전라북도,전북무주군,4573000000,2022,54.2,24
전라북도,전북장수군,4574000000,2022,54.3,23.2
전라북도,전북임실군,4575000000,2022,55.5,26
전라북도,전북순창군,4577000000,2022,53.9,24.8
전라북도,전북고창군,4579000000,2022,54.3,26.7
전라북도,전북부안군,4580000000,2022,53.9,24.3
전라남도,전남목포시,4611000000,2022,44.3,26.3
전라남도,전남여수시,4613000000,2022,45.9,20.3
전라남도,전남순천시,4615000000,2022,43.6,20.2
전라남도,전남나주시,4617000000,2022,46.4,25
전라남도,전남광양시,4623000000,2022,42.8,22.9
전라남도,전남담양군,4671000000,2022,52.8,19.8
전라남도,전남곡성군,4672000000,2022,56,21.3
전라남도,전남구례군,4673000000,2022,55.1,14.4
전라남도,전남고흥군,4677000000,2022,57.6,11.6
전라남도,전남보성군,4678000000,2022,56.8,26
전라남도,전남화순군,4679000000,2022,50.3,23.9
전라남도,전남장흥군,4680000000,2022,54.2,20.4
전라남도,전남강진군,4681000000,2022,54.4,26.7
전라남도,전남해남군,4682000000,2022,53.2,22.3
전라남도,전남영암군,4683000000,2022,50.3,15.8
전라남도,전남무안군,4684000000,2022,44.2,17.5
전라남도,전남함평군,4686000000,2022,55.9,19.3
전라남도,전남영광군,4687000000,2022,50.2,24.8
전라남도,전남장성군,4688000000,2022,52,23.6
전라남도,전남완도군,4689000000,2022,52.9,21.7
전라남도,전남진도군,4690000000,2022,53.6,16.5
전라남도,전남신안군,4691000000,2022,56.3,14.4
경상북도,경북포항남구,4711100000,2022,45.5,22.6
경상북도,경북포항북구,4711300000,2022,45.3,22.6
경상북도,경북경주시,4713000000,2022,48.5,22.9
경상북도,경북김천시,4715000000,2022,47.7,24
경상북도,경북안동시,4717000000,2022,48.7,25.4
경상북도,경북구미시,4719000000,2022,40.5,25
경상북도,경북영주시,4721000000,2022,50.3,21
경상북도,경북영천시,4723000000,2022,51.3,24
경상북도,경북상주시,4725000000,2022,52.7,19
경상북도,경북문경시,4728000000,2022,51.9,24.5
경상북도,경북경산시,4729000000,2022,44.5,25.9
경상북도,경북군위군,4772000000,2022,58.8,20.6
경상북도,경북의성군,4773000000,2022,58.5,20.9
경상북도,경북청송군,4775000000,2022,57.1,18.5
경상북도,경북영양군,4776000000,2022,56.6,22.5
경상북도,경북영덕군,4777000000,2022,56.4,19.5
경상북도,경북청도군,4782000000,2022,57,23.6
경상북도,경북고령군,4783000000,2022,54.2,20.9
경상북도,경북성주군,4784000000,2022,54.9,22.1
경상북도,경북칠곡군,4785000000,2022,44.8,19.9
경상북도,경북예천군,4790000000,2022,50.2,23.9
경상북도,경북봉화군,4792000000,2022,56.8,24.4
경상북도,경북울진군,4793000000,2022,51.3,24.4
경상북도,경북울릉군,4794000000,2022,51.9,18.6
경상남도,경남창원의창구,4812100000,2022,43.7,23.7
경상남도,경남창원성산구,4812300000,2022,41.7,23.7
경상남도,경남창원마산합포구,4812500000,2022,46.9,23.7
경상남도,경남창원마산회원구,4812700000,2022,45.9,23.7
경상남도,경남창원진해구,4812900000,2022,42.5,23.7
경상남도,경남진주시,4817000000,2022,44.2,20.4
경상남도,경남통영시,4822000000,2022,47.1,21.9
경상남도,경남사천시,4824000000,2022,47.5,23.7
경상남도,경남김해시,4825000000,2022,41.9,27.6
경상남도,경남밀양시,4827000000,2022,51.9,20.3
경상남도,경남거제시,4831000000,2022,41.7,16.3
경상남도,경남양산시,4833000000,2022,42.9,23.4
경상남도,경남의령군,4872000000,2022,56.6,20.7
경상남도,경남함안군,4873000000,2022,50.2,23.9
경상남도,경남창녕군,4874000000,2022,53.7,16.7
경상남도,경남고성군,4882000000,2022,53.3,22.3
경상남도,경남남해군,4884000000,2022,56.3,18.9
경상남도,경남하동군,4885000000,2022,56,22.6
경상남도,경남산청군,4886000000,2022,56.8,17.2
경상남도,경남함양군,4887000000,2022,54.5,27.5
경상남도,경남거창군,4888000000,2022,50.4,23.2
경상남도,경남합천군,4889000000,2022,57.8,23.1
제주특별자치도,제주제주시,5011000000,2022,42.5,25
제주특별자치도,제주서귀포시,5013000000,2022,45.8,25
