시도명,시군구,2020년,,,,,,,,,,,,,2021년,,,,,,,,,,,,,2022년,,,,,,,,,,,,,2023년,,,,,,,,
충남,서산시, 144 , - , - , 8 , - , 1 , - , 2 , 10 , 4 , 1 , 24 , 94 , 950 , 16 , 13 , 26 , 16 , 50 , 49 , 110 , 180 , 108 , 77 , 60 , 245 ," 96,565 ", 390 ," 5,022 "," 31,552 "," 16,048 "," 3,139 ", 858 ," 5,322 "," 13,631 "," 4,869 "," 2,293 "," 5,213 "," 8,228 "," 17,644 "," 4,603 "," 1,044 ", 760 , 733 ," 1,233 "," 1,333 "," 2,876 "," 5,062 "
충남,서천군, 27 , - , - , - , 1 , - , - , - , 1 , 1 , 1 , - , 23 , 284 , 37 , 13 , 1 , 14 , 5 , 1 , 2 , 15 , 13 , 2 , 43 , 138 ," 23,145 ", 39 ," 1,295 "," 7,067 "," 4,206 ", 701 , 77 ," 2,197 "," 2,963 "," 1,079 ", 367 ," 1,355 "," 1,799 "," 4,936 "," 1,133 ", 406 , 272 , 194 , 304 , 235 , 866 ," 1,526 "
충남,아산시, 209 , - , - , 3 , 1 , - , 7 , 6 , 17 , 15 , 5 , 82 , 73 ," 2,767 ", 54 , 100 , 34 , 88 , 171 , 59 , 135 , 328 , 503 , 222 , 282 , 791 ," 185,757 "," 1,401 "," 14,666 "," 61,738 "," 30,010 "," 6,220 "," 1,430 "," 7,379 "," 22,885 "," 11,481 "," 4,850 "," 10,206 "," 13,491 "," 35,847 "," 7,877 "," 2,186 "," 1,967 "," 2,532 "," 3,804 "," 2,902 "," 5,609 "," 8,970 "
충남,예산군, 15 , - , - , - , - , - , - , - , - , 4 , 2 , 1 , 8 , 444 , - , 7 , 9 , 4 , 9 , 5 , 25 , 39 , 91 , 36 , 82 , 137 ," 33,379 ", 109 ," 2,054 "," 11,398 "," 5,702 "," 1,012 ", 212 ," 1,465 "," 4,427 "," 1,883 ", 786 ," 2,209 "," 2,122 "," 5,377 "," 1,277 ", 364 , 234 , 462 , 545 , 277 , 594 ," 1,624 "
충남,천안시 동남구, 348 , - , 12 , 25 , 3 , 1 , 3 , 2 , 58 , 27 , 24 , 70 , 123 ," 2,013 ", 69 , 36 , 8 , 22 , 58 , 23 , 133 , 200 , 255 , 136 , 417 , 656 ," 128,554 "," 1,029 "," 11,357 "," 45,294 "," 19,864 "," 4,102 "," 1,050 "," 4,498 "," 15,164 "," 7,319 "," 3,184 "," 7,199 "," 8,494 "," 23,952 "," 4,909 "," 1,475 "," 1,484 "," 1,982 "," 2,294 "," 1,984 "," 3,761 "," 6,063 "
충남,천안시 서북구, 349 , - , 35 , 36 , 2 , - , - , - , 18 , 15 , 12 , 123 , 108 ," 3,772 ", 80 , 99 , 41 , 73 , 112 , 69 , 320 , 467 , 407 , 277 , 610 ," 1,217 "," 262,714 "," 1,916 "," 16,923 "," 84,051 "," 45,210 "," 8,697 "," 2,501 "," 13,282 "," 33,740 "," 15,300 "," 6,751 "," 14,795 "," 19,548 "," 49,808 "," 11,133 "," 3,164 "," 3,027 "," 3,387 "," 4,807 "," 4,144 "," 7,636 "," 12,510 "
충남,청양군, 50 , - , - , - , - , - , - , - , 1 , 23 , - , - , 26 , 108 , 2 , 25 , - , 1 , - , - , 13 , - , 4 , 4 , 10 , 49 ," 11,842 ", 71 , 802 ," 3,728 "," 2,194 ", 429 , 75 , 434 ," 1,806 ", 680 , 273 , 581 , 769 ," 1,804 ", 432 , 102 , 115 , 66 , 111 , 132 , 202 , 644 
충남,태안군, 26 , - , - , 1 , - , - , - , - , 10 , - , - , 1 , 14 , 267 , 7 , - , 4 , 1 , 13 , 4 , 39 , 61 , 23 , 16 , 38 , 61 ," 25,935 ", 162 ," 1,439 "," 8,873 "," 4,563 ", 757 , 170 , 969 ," 3,592 "," 1,304 ", 636 ," 1,633 "," 1,837 "," 4,254 "," 1,253 ", 291 , 215 , 169 , 271 , 227 , 548 ," 1,280 "
충남,홍성군, 51 , - , - , 2 , - , - , 2 , - , 4 , 16 , 1 , 1 , 25 , 803 , 14 , 3 , 21 , 5 , 10 , 6 , 29 , 33 , 67 , 99 , 91 , 425 ," 54,634 ", 144 ," 3,258 "," 18,023 "," 8,744 "," 1,733 ", 350 ," 2,275 "," 7,838 "," 3,986 "," 1,630 "," 3,066 "," 3,587 "," 9,583 "," 2,331 ", 679 , 550 , 494 , 871 , 584 ," 1,424 "," 2,650 "
전북,합계, 837 , 1 , 4 , 8 , 5 , 3 , 6 , 12 , 48 , 41 , 38 , 168 , 503 ," 8,731 ", 202 , 152 , 260 , 485 , 289 , 139 , 403 , 821 , 927 , 672 ," 1,145 "," 3,236 "," 963,247 "," 5,370 "," 61,945 "," 317,844 "," 166,685 "," 36,426 "," 7,934 "," 43,935 "," 134,889 "," 55,505 "," 23,181 "," 47,877 "," 61,656 "," 195,088 "," 37,528 "," 12,599 "," 12,490 "," 12,121 "," 16,516 "," 14,349 "," 31,739 "," 57,746 "
전북,고창군, 12 , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 1 , 6 , 290 , 2 , 3 , 1 , 2 , 11 , 4 , 2 , 15 , 8 , 7 , 114 , 121 ," 24,140 ", 83 ," 1,251 "," 7,198 "," 4,781 ", 882 , 154 , 546 ," 3,507 "," 1,703 ", 698 ," 1,428 "," 1,909 "," 4,065 ", 788 , 172 , 225 , 226 , 311 , 287 , 543 ," 1,513 "
전북,군산시, 164 , - , 2 , 2 , - , 1 , - , 8 , 13 , 4 , 2 , 66 , 66 ," 1,449 ", 44 , 21 , 25 , 66 , 18 , 17 , 90 , 146 , 122 , 140 , 158 , 602 ," 139,978 ", 762 ," 8,134 "," 47,611 "," 23,907 "," 4,738 "," 1,327 "," 6,691 "," 19,483 "," 7,179 "," 3,632 "," 7,309 "," 9,205 "," 28,187 "," 6,209 "," 1,773 "," 1,478 "," 1,484 "," 2,244 "," 2,577 "," 4,767 "," 7,655 "
전북,김제시, 69 , - , - , - , 1 , - , - , - , - , - , - , 1 , 67 , 420 , 17 , 5 , 7 , 6 , 35 , 11 , 53 , 16 , 34 , 29 , 56 , 151 ," 38,165 ", 424 ," 2,748 "," 13,128 "," 6,181 "," 1,284 ", 194 ," 1,273 "," 4,780 "," 2,159 "," 1,351 "," 2,067 "," 2,576 "," 8,465 "," 1,586 ", 554 , 359 , 574 , 677 , 507 ," 1,322 "," 2,886 "
전북,남원시, 15 , - , - , - , - , - , - , - , - , - , - , 1 , 14 , 350 , 26 , 13 , 3 , 3 , 16 , 8 , 14 , 17 , 34 , 67 , 37 , 112 ," 40,147 ", 163 ," 2,215 "," 13,898 "," 7,420 "," 1,456 ", 309 ," 1,230 "," 4,857 "," 2,287 "," 1,253 "," 2,471 "," 2,588 "," 7,650 "," 1,472 ", 430 , 409 , 331 , 384 , 809 ," 1,653 "," 2,162 "
전북,무주군, 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 60 , 4 , 1 , 5 , 2 , 9 , - , 6 , 10 , 10 , 2 , 4 , 7 ," 11,874 ", 26 , 699 ," 3,137 "," 2,019 ", 622 , 74 , 720 ," 1,827 ", 769 , 260 , 755 , 966 ," 2,298 ", 540 , 172 , 111 , 146 , 181 , 125 , 216 , 807 
전북,부안군, 8 , - , - , - , - , - , - , - , - , - , - , 1 , 7 , 269 , 1 , - , 4 , 1 , - , 4 , - , 77 , 27 , 13 , 89 , 53 ," 21,640 ", 308 ," 1,355 "," 6,215 "," 5,025 ", 914 , 193 ," 1,003 "," 2,700 "," 1,142 ", 407 ," 1,046 "," 1,332 "," 4,130 ", 689 , 191 , 203 , 278 , 328 , 312 , 663 ," 1,466 "
전북,순창군, 81 , - , - , - , - , - , - , - , - , - , - , - , 81 , 148 , 44 , - , - , 5 , 2 , - , 3 , 1 , 57 , 3 , - , 33 ," 11,754 ", 35 , 637 ," 3,460 "," 2,001 ", 484 , 103 , 555 ," 2,141 ", 647 , 243 , 818 , 630 ," 2,007 ", 311 , 126 , 90 , 81 , 172 , 167 , 305 , 755 
전북,완주군, 26 , - , - , - , - , - , - , 1 , - , 1 , - , 1 , 23 , 574 , - , 11 , 23 , 50 , 18 , 1 , 16 , 28 , 34 , 86 , 124 , 183 ," 53,723 ", 373 ," 3,050 "," 17,700 "," 9,662 "," 1,971 ", 478 ," 2,500 "," 7,696 "," 3,189 "," 1,255 "," 2,573 "," 3,276 "," 10,355 "," 1,976 ", 668 , 728 , 649 , 860 , 769 ," 1,937 "," 2,768 "
전북,익산시, 184 , 1 , - , 1 , - , 2 , 3 , 1 , 5 , 12 , 2 , 65 , 92 ," 1,343 ", 18 , 7 , 34 , 147 , 57 , 43 , 83 , 90 , 106 , 63 , 106 , 589 ," 150,255 ", 775 ," 10,093 "," 48,084 "," 26,001 "," 5,371 "," 1,370 "," 6,283 "," 22,253 "," 8,752 "," 3,651 "," 7,649 "," 9,973 "," 28,873 "," 5,514 "," 1,661 "," 1,793 "," 1,629 "," 2,627 "," 1,888 "," 4,013 "," 9,748 "
전북,임실군, 4 , - , - , - , - , - , - , - , 1 , 2 , 1 , - , - , 62 , - , - , 2 , 6 , - , - , 4 , 5 , 12 , 2 , 5 , 26 ," 12,624 ", 41 , 515 ," 3,763 "," 2,624 ", 509 , 133 , 674 ," 1,810 ", 799 , 289 , 628 , 839 ," 3,031 ", 620 , 157 , 207 , 142 , 201 , 234 , 556 , 914 
전북,장수군, 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , 56 , - , - , - , 1 , 33 , - , - , 6 , 2 , - , 3 , 11 ," 8,637 ", 24 , 337 ," 2,715 "," 1,549 ", 423 , 86 , 353 ," 1,109 ", 624 , 301 , 584 , 532 ," 1,786 ", 316 , 111 , 100 , 102 , 180 , 96 , 237 , 644 
전북,전주시 덕진구, 6 , - , - , - , 1 , - , - , - , 1 , - , - , 1 , 3 , 207 , 1 , 1 , 4 , 6 , 4 , 2 , 2 , 14 , 20 , 23 , 13 , 117 ," 134,510 ", 228 ," 3,020 "," 35,417 "," 25,727 "," 6,510 "," 1,297 "," 8,869 "," 22,493 "," 9,180 "," 3,485 "," 7,723 "," 10,561 "," 37,654 "," 6,726 "," 2,653 "," 2,738 "," 2,518 "," 3,232 "," 2,765 "," 6,311 "," 10,711 "
전북,전주시 완산구, 226 , - , 2 , 5 , 2 , - , 2 , - , 26 , 18 , 15 , 31 , 125 ," 3,110 ", 40 , 80 , 149 , 164 , 53 , 42 , 113 , 363 , 435 , 221 , 362 ," 1,088 "," 256,216 "," 1,981 "," 24,457 "," 95,384 "," 38,665 "," 8,540 "," 1,854 "," 11,277 "," 32,215 "," 13,531 "," 4,760 "," 10,349 "," 13,203 "," 44,556 "," 8,673 "," 3,066 "," 3,171 "," 3,094 "," 4,274 "," 3,105 "," 7,187 "," 11,986 "
전북,정읍시, 37 , - , - , - , - , - , 1 , 1 , - , 3 , 16 , - , 16 , 313 , 5 , 8 , 3 , 19 , 25 , 6 , 14 , 26 , 22 , 11 , 55 , 119 ," 50,273 ", 136 ," 3,072 "," 17,488 "," 9,017 "," 2,337 ", 267 ," 1,626 "," 6,676 "," 2,929 "," 1,327 "," 1,957 "," 3,441 "," 10,138 "," 1,819 ", 629 , 672 , 758 , 670 , 601 ," 1,799 "," 3,190 "
전북,진안군, 3 , - , - , - , - , - , - , - , - , - , - , - , 3 , 80 , - , 2 , - , 7 , 8 , 1 , 3 , 7 , 4 , 5 , 19 , 24 ," 9,311 ", 11 , 362 ," 2,646 "," 2,106 ", 385 , 95 , 335 ," 1,342 ", 615 , 269 , 520 , 625 ," 1,893 ", 289 , 236 , 206 , 109 , 175 , 107 , 230 , 541 
전남,합계, 560 , - , 2 , 7 , 6 , 4 , 5 , 14 , 104 , 27 , 16 , 239 , 136 ," 5,518 ", 189 , 110 , 54 , 140 , 410 , 185 , 387 , 565 , 484 , 459 , 876 ," 1,659 "," 941,437 "," 4,950 "," 49,134 "," 311,431 "," 184,880 "," 37,349 "," 8,287 "," 34,859 "," 136,795 "," 49,724 "," 19,744 "," 40,271 "," 64,013 "," 194,923 "," 38,708 "," 12,272 "," 9,133 "," 12,222 "," 17,486 "," 15,041 "," 40,179 "," 49,882 "
전남,강진군, - , - , - , - , - , - , - , - , - , - , - , - , - , 42 , 3 , - , 1 , - , 1 , - , 3 , 3 , 4 , 5 , 11 , 11 ," 14,334 ", 47 , 563 ," 5,628 "," 2,611 ", 354 , 137 , 364 ," 2,015 ", 755 , 235 , 570 ," 1,055 "," 2,837 ", 562 , 180 , 172 , 215 , 250 , 146 , 442 , 870 
전남,고흥군, 11 , - , - , - , - , - , - , - , - , 1 , - , 1 , 9 , 306 , 2 , - , - , - , 53 , - , 1 , 6 , 11 , 44 , 74 , 115 ," 25,879 ", 97 , 836 ," 7,767 "," 5,747 "," 1,394 ", 257 , 941 ," 3,188 "," 1,580 ", 644 ," 1,378 "," 2,050 "," 5,575 "," 1,072 ", 402 , 250 , 355 , 551 , 299 , 969 ," 1,677 "
전남,곡성군, 3 , - , - , - , - , - , - , - , 3 , - , - , - , - , 59 , - , - , - , 3 , 6 , 2 , 3 , 15 , 2 , 1 , 18 , 9 ," 12,178 ", 26 , 588 ," 3,469 "," 2,410 ", 467 , 149 , 567 ," 2,100 ", 727 , 402 , 530 , 743 ," 2,558 ", 486 , 160 , 197 , 175 , 205 , 134 , 379 , 822 
전남,광양시, 78 , - , - , 1 , - , - , - , 3 , 14 , 4 , 1 , 37 , 18 , 400 , 18 , 3 , - , 3 , 30 , 9 , 24 , 54 , 78 , 28 , 36 , 117 ," 78,468 ", 208 ," 3,248 "," 23,843 "," 16,257 "," 3,790 ", 898 ," 3,423 "," 12,200 "," 4,236 "," 1,724 "," 3,463 "," 5,178 "," 17,226 "," 2,970 "," 1,085 ", 802 ," 1,166 "," 1,738 "," 1,458 "," 3,901 "," 4,106 "
전남,구례군, 6 , - , - , - , - , - , - , - , 2 , 2 , - , 2 , - , 78 , - , - , - , 1 , 1 , 3 , 3 , - , 2 , 21 , 13 , 34 ," 11,663 ", 20 , 576 ," 3,694 "," 2,589 ", 587 , 73 , 461 ," 1,696 ", 684 , 228 , 417 , 638 ," 2,656 ", 492 , 120 , 64 , 95 , 157 , 211 , 596 , 921 
전남,나주시, 40 , - , 1 , - , - , - , 1 , - , 1 , 1 , 2 , 26 , 8 , 452 , 21 , 11 , 5 , 6 , 15 , 3 , 21 , 34 , 36 , 34 , 134 , 132 ," 66,381 ", 485 ," 5,986 "," 20,267 "," 12,335 "," 2,266 ", 521 ," 2,602 "," 8,929 "," 3,741 "," 1,333 "," 3,176 "," 4,740 "," 13,276 "," 2,796 ", 846 , 752 , 892 , 962 , 876 ," 2,590 "," 3,562 "
전남,담양군, 9 , - , - , - , - , - , 1 , - , 1 , - , - , 1 , 6 , 132 , 2 , - , - , 18 , 6 , 2 , 2 , 12 , 18 , 5 , 33 , 34 ," 19,347 ", 52 ," 1,001 "," 5,727 "," 3,734 "," 1,018 ", 191 , 968 ," 2,839 "," 1,083 ", 394 ," 1,121 "," 1,219 "," 4,382 ", 757 , 304 , 223 , 388 , 344 , 252 , 881 ," 1,233 "
전남,목포시, 43 , - , - , 3 , 2 , 2 , 3 , 2 , 4 , - , 3 , 20 , 4 , 525 , 2 , 14 , 1 , 17 , 10 , 44 , 50 , 46 , 42 , 69 , 86 , 144 ," 133,198 "," 1,569 "," 7,585 "," 49,079 "," 24,009 "," 4,062 ", 845 ," 4,270 "," 17,722 "," 6,388 "," 2,917 "," 5,398 "," 9,354 "," 25,191 "," 5,724 "," 1,451 "," 1,147 "," 1,806 "," 2,897 "," 1,782 "," 4,037 "," 6,347 "
전남,무안군, 10 , - , - , 1 , 1 , - , - , - , 2 , 1 , - , 2 , 3 , 273 , - , 23 , - , 3 , 4 , 4 , 8 , 19 , 10 , 26 , 50 , 126 ," 51,761 ", 505 ," 3,251 "," 18,251 "," 9,692 "," 1,811 ", 463 ," 1,609 "," 6,593 "," 2,312 "," 1,227 "," 2,165 "," 3,882 "," 8,846 "," 2,212 ", 574 , 459 , 548 , 926 , 588 ," 1,239 "," 2,300 "
전남,보성군, 4 , - , - , - , - , - , - , 1 , - , - , - , - , 3 , 103 , 4 , - , - , 1 , 8 , 1 , 1 , 5 , 6 , 12 , 13 , 52 ," 17,718 ", 55 ," 1,129 "," 5,215 "," 3,546 ", 821 , 120 , 458 ," 2,510 "," 1,319 ", 332 , 888 ," 1,325 "," 3,778 ", 887 , 184 , 142 , 271 , 405 , 141 , 655 ," 1,093 "
전남,순천시, 191 , - , 1 , - , 1 , - , - , 1 , 61 , 6 , 3 , 99 , 19 , 866 , 49 , 9 , 4 , 63 , 85 , 76 , 33 , 105 , 110 , 22 , 54 , 256 ," 164,479 ", 400 ," 6,891 "," 54,412 "," 32,526 "," 6,836 "," 1,680 "," 6,318 "," 25,376 "," 9,268 "," 3,195 "," 6,603 "," 10,974 "," 35,158 "," 6,586 "," 2,429 "," 1,632 "," 1,766 "," 2,979 "," 3,292 "," 8,172 "," 8,302 "
전남,신안군, 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , 116 , 1 , 9 , 1 , 3 , - , 3 , 2 , 1 , 8 , 29 , 11 , 48 ," 9,580 ", 44 , 355 ," 2,581 "," 2,119 ", 466 , 47 , 378 ," 1,343 ", 401 , 409 , 698 , 739 ," 1,686 ", 409 , 118 , 55 , 115 , 135 , 60 , 337 , 457 
전남,여수시, 39 , - , - , 1 , 2 , 1 , - , 3 , 1 , 4 , 1 , 15 , 11 , 993 , 5 , 15 , 11 , 7 , 131 , 13 , 160 , 134 , 81 , 59 , 140 , 237 ," 146,930 ", 556 ," 7,202 "," 50,034 "," 28,487 "," 5,079 "," 1,542 "," 6,221 "," 24,838 "," 6,920 "," 2,582 "," 5,406 "," 8,063 "," 34,004 "," 5,909 "," 2,057 "," 1,327 "," 1,579 "," 2,520 "," 3,264 "," 9,221 "," 8,127 "
전남,영광군, 11 , - , - , - , - , - , - , 1 , 3 , - , - , 3 , 4 , 106 , 3 , 1 , 1 , 1 , 3 , - , 6 , 5 , 6 , 14 , 9 , 57 ," 24,117 ", 71 ," 1,069 "," 6,979 "," 4,943 "," 1,287 ", 177 ," 1,080 "," 3,337 "," 1,552 ", 503 ," 1,137 "," 1,982 "," 5,207 ", 946 , 367 , 310 , 709 , 573 , 303 , 717 ," 1,282 "
전남,영암군, 10 , - , - , - , - , 1 , - , 2 , - , 2 , 3 , - , 2 , 185 , 54 , 3 , 2 , 3 , 9 , 4 , 7 , 10 , 9 , 12 , 46 , 26 ," 23,429 ", 233 ," 1,659 "," 8,902 "," 4,504 ", 685 , 141 , 583 ," 2,574 "," 1,135 ", 529 , 781 ," 1,703 "," 4,225 "," 1,054 ", 212 , 112 , 188 , 470 , 338 , 790 ," 1,061 "
전남,완도군, 3 , - , - , - , - , - , - , - , 2 , - , - , - , 1 , 153 , 1 , 8 , - , 2 , 1 , - , 54 , 9 , 8 , 20 , 15 , 35 ," 19,336 ", 58 , 720 ," 6,438 "," 4,558 "," 1,153 ", 160 , 419 ," 2,454 ", 969 , 284 , 931 ," 1,192 "," 3,122 ", 725 , 167 , 146 , 125 , 220 , 272 , 726 , 741 
전남,장성군, 39 , - , - , - , - , - , - , - , 1 , 2 , 1 , 19 , 16 , 93 , 2 , 1 , 3 , 2 , 8 , 3 , 2 , 7 , 13 , 3 , 13 , 36 ," 19,474 ", 83 ," 1,242 "," 5,330 "," 3,552 "," 1,067 ", 160 ," 1,120 "," 3,042 "," 1,068 ", 554 , 930 ," 1,326 "," 3,507 ", 495 , 200 , 236 , 264 , 287 , 288 , 803 , 934 
전남,장흥군, 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 110 , - , 5 , 5 , 1 , - , 2 , 1 , 18 , 18 , 10 , 25 , 25 ," 16,551 ", 56 , 617 ," 5,330 "," 3,804 ", 792 , 123 , 565 ," 2,244 ", 651 , 237 , 954 ," 1,178 "," 3,741 ", 602 , 202 , 197 , 197 , 275 , 184 , 884 ," 1,200 "
전남,진도군, 8 , - , - , - , - , - , - , - , 5 , 1 , - , 1 , 1 , 77 , 2 , - , - , - , 1 , 2 , 1 , 42 , 1 , 7 , 8 , 13 ," 11,570 ", 150 , 472 ," 3,386 "," 2,509 ", 615 , 81 , 331 ," 1,693 ", 598 , 287 , 414 ," 1,034 "," 2,128 ", 549 , 212 , 111 , 84 , 241 , 117 , 298 , 516 
전남,함평군, 11 , - , - , - , - , - , - , 1 , - , 1 , 1 , 5 , 3 , 94 , 1 , 1 , 12 , 2 , 18 , 2 , - , 1 , 4 , 3 , 15 , 35 ," 12,805 ", 57 , 654 ," 4,074 "," 2,563 ", 453 , 96 , 436 ," 1,696 ", 812 , 334 , 656 , 974 ," 2,524 ", 635 , 136 , 176 , 208 , 244 , 137 , 343 , 645 
전남,해남군, 3 , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 157 , 4 , 4 , 1 , 3 , 9 , - , 1 , 28 , 12 , 16 , 36 , 43 ," 28,922 ", 66 ," 1,258 "," 9,035 "," 6,781 "," 1,329 ", 241 , 835 ," 3,717 "," 1,633 ", 526 ," 1,078 "," 2,423 "," 6,173 "," 1,548 ", 347 , 204 , 536 , 455 , 418 , 947 ," 1,718 "
전남,화순군, 39 , - , - , 1 , - , - , - , - , 3 , 1 , - , 7 , 27 , 198 , 15 , 3 , 7 , 1 , 11 , 12 , 4 , 11 , 5 , 19 , 36 , 74 ," 33,317 ", 112 ," 2,232 "," 11,990 "," 5,604 "," 1,017 ", 185 , 910 ," 4,689 "," 1,892 ", 868 ," 1,577 "," 2,241 "," 7,123 "," 1,292 ", 519 , 419 , 540 , 652 , 481 ," 1,252 "," 1,968 "
경북,합계," 2,424 ", - , 472 , 828 , 65 , 14 , 10 , 12 , 54 , 96 , 36 , 117 , 720 ," 12,890 ", 593 , 236 , 250 , 606 , 582 , 257 , 507 ," 1,644 "," 1,223 "," 1,386 "," 1,559 "," 4,047 "," 1,311,392 "," 6,458 "," 76,391 "," 395,948 "," 220,034 "," 61,152 "," 16,748 "," 60,698 "," 185,147 "," 83,722 "," 43,326 "," 76,720 "," 85,048 "," 254,482 "," 52,198 "," 19,282 "," 15,374 "," 11,680 "," 18,185 "," 21,161 "," 49,690 "," 66,912 "
경북,경산시, 799 , - , 149 , 511 , 7 , 3 , 2 , - , 14 , 6 , 3 , 20 , 84 ," 1,994 ", 55 , 50 , 73 , 264 , 61 , 27 , 80 , 234 , 101 , 289 , 186 , 574 ," 149,474 ", 918 ," 9,571 "," 46,926 "," 22,439 "," 6,301 "," 1,874 "," 5,832 "," 20,731 "," 10,075 "," 4,687 "," 9,753 "," 10,367 "," 30,351 "," 5,918 "," 1,996 "," 1,770 "," 1,347 "," 2,608 "," 3,077 "," 5,539 "," 8,096 "
